  UID   PID TTY           TIME CMD
  501   721 ??         0:00.78 /System/Library/PrivateFrameworks/AskPermission.framework/Versions/A/Resources/askpermissiond
  501   724 ??         0:05.39 /Library/Application Support/Adobe/AdobeGCClient/AGMService -mode=logon
  501   725 ??         0:00.48 /System/Library/CoreServices/AirPlayUIAgent.app/Contents/MacOS/AirPlayUIAgent --launchd
  501   727 ??         0:44.72 /Users/sophie/Library/Application Support/Setapp/LaunchAgents/Setapp.app/Contents/MacOS/SetappAgent -xpcServer
  501   728 ??         0:01.13 /System/Library/CoreServices/cloudpaird
  501   731 ??         0:14.04 /Applications/Utilities/Adobe Creative Cloud/ACC/Creative Cloud.app/Contents/MacOS/Creative Cloud --showwindow=false --onOSstartup=true
  501   732 ??         0:07.59 /Users/sophie/Applications/ArduinoCreateAgent-1.1/ArduinoCreateAgent.app/Contents/MacOS/Arduino_Create_Bridge
  501   733 ??         0:08.16 /Users/sophie/Library/Application Support/Setapp/LaunchAgents/SetappLauncher.app/Contents/MacOS/SetappLauncher -xpcServer
  501   734 ??         0:01.11 /System/Library/CoreServices/TextInputMenuAgent.app/Contents/MacOS/TextInputMenuAgent
  501   735 ??         0:00.85 /System/Library/PrivateFrameworks/AppleMediaServices.framework/Resources/amsaccountsd
    0   738 ??         0:00.05 /System/Library/Frameworks/CryptoTokenKit.framework/ctkahp.bundle/Contents/MacOS/ctkahp -d
  501   740 ??         0:00.25 /usr/libexec/findmydevice-user-agent
    0   741 ??         0:00.05 /usr/libexec/taskgated
  501   742 ??         0:00.05 /System/Library/Frameworks/CryptoTokenKit.framework/ctkahp.bundle/Contents/MacOS/ctkahp
  501   745 ??         0:00.78 /Users/sophie/Library/Application Support/iMusic/iMusic Helper.app/Contents/MacOS/iMusic Helper
  501   749 ??         0:15.84 /Applications/Utilities/Adobe Creative Cloud Experience/CCXProcess/CCXProcess.app/Contents/MacOS/../libs/Adobe_CCXProcess.node /Applications/Utilities/Adobe Creative Cloud Experience/CCXProcess/CCXProcess.app/Contents/MacOS/../js/main.js
  501   754 ??         0:00.77 /System/Library/PrivateFrameworks/CallHistory.framework/Support/CallHistoryPluginHelper
  501   756 ??         0:01.58 /Applications/Docker.app/Contents/MacOS/Docker
  501   757 ??         0:00.47 /System/Library/PrivateFrameworks/IMFoundation.framework/XPCServices/IMRemoteURLConnectionAgent.xpc/Contents/MacOS/IMRemoteURLConnectionAgent
  501   762 ??         0:00.51 /System/Library/PrivateFrameworks/IMFoundation.framework/XPCServices/IMRemoteURLConnectionAgent.xpc/Contents/MacOS/IMRemoteURLConnectionAgent
  501   764 ??         0:00.66 /System/Library/PrivateFrameworks/IMFoundation.framework/XPCServices/IMRemoteURLConnectionAgent.xpc/Contents/MacOS/IMRemoteURLConnectionAgent
  501   766 ??         0:00.31 /System/Library/PrivateFrameworks/IMFoundation.framework/XPCServices/IMRemoteURLConnectionAgent.xpc/Contents/MacOS/IMRemoteURLConnectionAgent
  501   770 ??         0:00.50 /System/Library/PrivateFrameworks/ContextKit.framework/Versions/A/XPCServices/ContextService.xpc/Contents/MacOS/ContextService
  501   771 ??         0:00.04 /System/Library/PrivateFrameworks/CoreFollowUp.framework/Versions/A/Support/followupd
    0   772 ??         0:00.16 /System/Library/CoreServices/iconservicesagent runAsRoot
  501   773 ??         0:00.45 /System/Library/CoreServices/Dock.app/Contents/XPCServices/com.apple.dock.external.extra.xpc/Contents/MacOS/com.apple.dock.external.extra
  501   776 ??         0:00.01 /System/Library/CoreServices/ReportCrash agent
  501   778 ??         0:00.15 /System/Library/CoreServices/ScopedBookmarkAgent
    0   782 ??         0:10.11 /System/Library/PrivateFrameworks/XprotectFramework.framework/Versions/A/XPCServices/XprotectService.xpc/Contents/MacOS/XprotectService
  501   787 ??         0:10.43 /Library/Application Support/Adobe/Adobe Desktop Common/IPCBox/AdobeIPCBroker.app/Contents/MacOS/AdobeIPCBroker -launchedbyvulcan /Applications/Utilities/Adobe Creative Cloud/ACC/Creative Cloud.app/Contents/MacOS/Creative Cloud
  247   792 ??         0:00.66 /usr/libexec/gamecontrollerd
  501   801 ??         0:00.02 /usr/libexec/loginitemregisterd
  501   808 ??         0:39.91 /Applications/Utilities/Adobe Creative Cloud/ACC/Creative Cloud.app/Contents/MacOS/../Frameworks/Adobe CEF Helper (GPU).app/Contents/MacOS/Adobe CEF Helper (GPU) --type=gpu-process --field-trial-handle=1718379636,7917574835211639891,10560761657129142334,131072 --enable-features=CastMediaRouteProvider --disable-features=OutOfBlinkCors --no-sandbox --locales-dir-path=/Library/Application Support/Adobe/Adobe Desktop Common/CEF/Chromium Embedded Framework.framework/Resources --log-file=/Users/sophie/Library/Logs/CreativeCloud/ACC/CEF.log --log-severity=warning --user-agent=Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.87 Safari/537.36 CreativeCloud/5.3.1.470 --lang=en --gpu-preferences=MAAAAAAAAAAgAAAAAAAAAAAAAAAAAAAAAABgAAAAAAAQAAAAAAAAAAAAAAAAAAAA6AAAABwAAADgAAAAAAAAAOgAAAAAAAAA8AAAAAAAAAD4AAAAAAAAAAABAAAAAAAACAEAAAAAAAAQAQAAAAAAABgBAAAAAAAAIAEAAAAAAAAoAQAAAAAAADABAAAAAAAAOAEAAAAAAABAAQAAAAAAAEgBAAAAAAAAUAEAAAAAAABYAQAAAAAAAGABAAAAAAAAaAEAAAAAAABwAQAAAAAAAHgBAAAAAAAAgAEAAAAAAACIAQAAAAAAAJABAAAAAAAAmAEAAAAAAACgAQAAAAAAAKgBAAAAAAAAsAEAAAAAAAC4AQAAAAAAABAAAAAAAAAAAAAAAAAAAAAQAAAAAAAAAAAAAAAGAAAAEAAAAAAAAAAAAAAABwAAABAAAAAAAAAAAAAAAAgAAAAQAAAAAAAAAAAAAAAKAAAAEAAAAAAAAAAAAAAACwAAABAAAAAAAAAAAAAAAA0AAAAQAAAAAAAAAAEAAAAAAAAAEAAAAAAAAAABAAAABgAAABAAAAAAAAAAAQAAAAcAAAAQAAAAAAAAAAEAAAAIAAAAEAAAAAAAAAABAAAACgAAABAAAAAAAAAAAQAAAAsAAAAQAAAAAAAAAAEAAAANAAAAEAAAAAAAAAAEAAAAAAAAABAAAAAAAAAABAAAAAYAAAAQAAAAAAAAAAQAAAAHAAAAEAAAAAAAAAAEAAAACAAAABAAAAAAAAAABAAAAAoAAAAQAAAAAAAAAAQAAAALAAAAEAAAAAAAAAAEAAAADQAAABAAAAAAAAAABgAAAAAAAAAQAAAAAAAAAAYAAAAGAAAAEAAAAAAAAAAGAAAABwAAABAAAAAAAAAABgAAAAgAAAAQAAAAAAAAAAYAAAAKAAAAEAAAAAAAAAAGAAAACwAAABAAAAAAAAAABgAAAA0AAAA= --log-file=/Users/sophie/Library/Logs/CreativeCloud/ACC/CEF.log --shared-files
  501   812 ??         0:00.22 /System/Library/Frameworks/VideoToolbox.framework/Versions/A/XPCServices/VTDecoderXPCService.xpc/Contents/MacOS/VTDecoderXPCService
  501   817 ??         0:31.75 /Library/Application Support/Adobe/Adobe Desktop Common/ADS/Adobe Desktop Service.app/Contents/MacOS/Adobe Desktop Service --onOSstartup=true --showwindow=false --waitForRegistration=true
  501   820 ??         0:00.85 /Users/sophie/Library/Application Support/Setapp/LaunchAgents/Setapp.app/Contents/PlugIns/FinderSyncExt.appex/Contents/MacOS/FinderSyncExt
  501   827 ??         0:00.54 /System/Library/PrivateFrameworks/SoftwareUpdate.framework/Resources/SoftwareUpdateNotificationManager.app/Contents/MacOS/SoftwareUpdateNotificationManager
  200   828 ??         0:00.51 /System/Library/CoreServices/Software Update.app/Contents/Resources/softwareupdated
    0   829 ??         0:00.02 /System/Library/CoreServices/Software Update.app/Contents/Resources/suhelperd
   89   832 ??         0:01.12 /usr/libexec/trustd --agent
  501   838 ??         0:01.28 /Applications/Docker.app/Contents/MacOS/com.docker.supervisor -watchdog
  501   840 ??         0:01.47 /Applications/Docker.app/Contents/MacOS/com.docker.backend -watchdog
  501   841 ??         0:03.79 /Applications/Utilities/Adobe Creative Cloud/ACC/Creative Cloud.app/Contents/Frameworks/AdobeCrashReporter.framework/Versions/A/AdobeCRDaemon.app/Contents/MacOS/AdobeCRDaemon 731 Creative Cloud 5.3 /Applications/Utilities/Adobe Creative Cloud/ACC/Creative Cloud.app/Contents/Resources/CreativeCloudApp.icns /Applications/Utilities/Adobe Creative Cloud/ACC/Creative Cloud.app/Contents/Frameworks/AdobeCrashReporter.framework/Versions/A/Adobe Crash Reporter.app/Contents/MacOS/Adobe Crash Reporter 0      5.3 5.3.1.470   Creative Cloud 1 1 1 0  8.0.6
  501   843 ??         0:00.66 /Applications/Utilities/Adobe Creative Cloud/ACC/Creative Cloud.app/Contents/MacOS/../Frameworks/Adobe CEF Helper.app/Contents/MacOS/Adobe CEF Helper --type=utility --field-trial-handle=1718379636,7917574835211639891,10560761657129142334,131072 --enable-features=CastMediaRouteProvider --disable-features=OutOfBlinkCors --lang=en --service-sandbox-type=network --no-sandbox --use-mock-keychain --locales-dir-path=/Library/Application Support/Adobe/Adobe Desktop Common/CEF/Chromium Embedded Framework.framework/Resources --log-file=/Users/sophie/Library/Logs/CreativeCloud/ACC/CEF.log --log-severity=warning --user-agent=Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.87 Safari/537.36 CreativeCloud/5.3.1.470 --lang=en --log-file=/Users/sophie/Library/Logs/CreativeCloud/ACC/CEF.log --shared-files
  501   844 ??         0:00.05 com.docker.osxfs serve --address fd:3 --connect vms/0/connect --control fd:4
    0   846 ??         0:00.15 /usr/libexec/rtcreportingd
  501   851 ??         0:01.55 com.docker.vpnkit --ethernet fd:3 --diagnostics fd:4 --pcap fd:5 --vsock-path vms/0/connect --gateway-forwards /Users/sophie/Library/Group Containers/group.com.docker/gateway_forwards.json --host-names host.docker.internal,docker.for.mac.host.internal,docker.for.mac.localhost --listen-backlog 32 --mtu 1500 --allowed-bind-addresses 0.0.0.0 --http /Users/sophie/Library/Group Containers/group.com.docker/http_proxy.json --dhcp /Users/sophie/Library/Group Containers/group.com.docker/dhcp.json --port-max-idle-time 300 --max-connections 2000 --gateway-ip 192.168.65.1 --host-ip 192.168.65.2 --lowest-ip 192.168.65.3 --highest-ip 192.168.65.254 --log-destination asl --gc-compact-interval 1800
  501   853 ??         0:00.89 /Applications/Utilities/Adobe Creative Cloud/ACC/Creative Cloud.app/Contents/MacOS/../Frameworks/Adobe CEF Helper (Renderer).app/Contents/MacOS/Adobe CEF Helper (Renderer) --type=renderer --no-sandbox --autoplay-policy=no-user-gesture-required --log-file=/Users/sophie/Library/Logs/CreativeCloud/ACC/CEF.log --field-trial-handle=1718379636,7917574835211639891,10560761657129142334,131072 --enable-features=CastMediaRouteProvider --disable-features=OutOfBlinkCors --lang=en --locales-dir-path=/Library/Application Support/Adobe/Adobe Desktop Common/CEF/Chromium Embedded Framework.framework/Resources --log-file=/Users/sophie/Library/Logs/CreativeCloud/ACC/CEF.log --log-severity=warning --user-agent=Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.87 Safari/537.36 CreativeCloud/5.3.1.470 --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=5 --no-v8-untrusted-code-mitigations --shared-files
  501   854 ??         0:19.10 vpnkit-bridge --addr listen://1999 host
  501   857 ??         0:00.00 (uname)
  501   858 ??         0:03.48 com.docker.driver.amd64-linux -addr fd:3 -debug
  501   859 ??         2:28.65 /Applications/Utilities/Adobe Creative Cloud/ACC/Creative Cloud.app/Contents/MacOS/../Frameworks/Adobe CEF Helper (Renderer).app/Contents/MacOS/Adobe CEF Helper (Renderer) --type=renderer --no-sandbox --autoplay-policy=no-user-gesture-required --log-file=/Users/sophie/Library/Logs/CreativeCloud/ACC/CEF.log --field-trial-handle=1718379636,7917574835211639891,10560761657129142334,131072 --enable-features=CastMediaRouteProvider --disable-features=OutOfBlinkCors --lang=en --locales-dir-path=/Library/Application Support/Adobe/Adobe Desktop Common/CEF/Chromium Embedded Framework.framework/Resources --log-file=/Users/sophie/Library/Logs/CreativeCloud/ACC/CEF.log --log-severity=warning --user-agent=Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.87 Safari/537.36 CreativeCloud/5.3.1.470 --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=4 --no-v8-untrusted-code-mitigations --shared-files
  501   860 ??         0:00.90 docker serve --address unix:///Users/sophie/.docker/run/docker-cli-api.sock
  501   866 ??         0:04.15 /Applications/Utilities/Adobe Creative Cloud/ACC/Creative Cloud Helper.app/Contents/MacOS/Creative Cloud Helper --remoteCoreExt=NGLWrapper --remoteHelper=CCH_NGLW
  501   880 ??         0:05.62 /Library/Application Support/Adobe/Creative Cloud Libraries/CCLibrary.app/Contents/MacOS/../libs/node /Library/Application Support/Adobe/Creative Cloud Libraries/CCLibrary.app/Contents/MacOS/../js/server.js
  501   881 ??         0:03.82 /Library/Application Support/Adobe/Adobe Desktop Common/ADS/Adobe Desktop Service.app/Contents/Frameworks/AdobeCrashReporter.framework/Versions/A/AdobeCRDaemon.app/Contents/MacOS/AdobeCRDaemon 817 Adobe Desktop Service 5.3.1 /Library/Application Support/Adobe/Adobe Desktop Common/ADS/Adobe Desktop Service.app/Contents/Resources/CreativeCloudApp.icns /Library/Application Support/Adobe/Adobe Desktop Common/ADS/Adobe Desktop Service.app/Contents/Frameworks/AdobeCrashReporter.framework/Versions/A/Adobe Crash Reporter.app/Contents/MacOS/Adobe Crash Reporter 0      5.3.1 5.3.1.470   Adobe Desktop Service 1 1 1 0  8.0.6
  501   884 ??         5:51.17 com.docker.hyperkit -A -u -F vms/0/hyperkit.pid -c 2 -m 4096M -s 0:0,hostbridge -s 31,lpc -s 1:0,virtio-vpnkit,path=vpnkit.eth.sock,uuid=6667f45f-07c3-47e5-a02a-61e7ed8581e1 -U 3a3ce69b-1417-47e0-9412-3b3fabad364a -s 2:0,virtio-blk,/Users/sophie/Library/Containers/com.docker.docker/Data/vms/0/data/Docker.raw -s 3,virtio-sock,guest_cid=3,path=vms/0,guest_forwards=2376;1525 -s 4,ahci-cd,/Applications/Docker.app/Contents/Resources/linuxkit/docker-desktop.iso -s 5,ahci-cd,vms/0/config.iso -s 6,ahci-cd,/Applications/Docker.app/Contents/Resources/linuxkit/docker.iso -s 7,virtio-rnd -l com1,null,asl,log=vms/0/console-ring -f bootrom,/Applications/Docker.app/Contents/Resources/uefi/UEFI.fd,,
  205   885 ??         0:00.26 /usr/sbin/distnoted agent
  501   899 ??         0:00.09 /System/Library/Frameworks/ColorSync.framework/Support/colorsync.useragent
  501   905 ??         0:00.01 /usr/bin/ssh-agent -l
  501   910 ??         0:01.70 /System/Library/CoreServices/Siri.app/Contents/XPCServices/SiriNCService.xpc/Contents/MacOS/SiriNCService
  501   943 ??         0:03.11 /System/Library/Frameworks/AppKit.framework/Versions/C/XPCServices/com.apple.appkit.xpc.openAndSavePanelService.xpc/Contents/MacOS/com.apple.appkit.xpc.openAndSavePanelService
  501   945 ??         0:00.36 /System/Library/Frameworks/Quartz.framework/Versions/A/Frameworks/QuickLookUI.framework/Versions/A/XPCServices/QuickLookUIService.xpc/Contents/MacOS/QuickLookUIService
  501   970 ??         0:00.62 /System/Library/PrivateFrameworks/RemoteViewServices.framework/XPCServices/com.apple.security.pboxd.xpc/Contents/MacOS/com.apple.security.pboxd
  501   971 ??         0:17.33 /System/Library/Services/AppleSpell.service/Contents/MacOS/AppleSpell
  501   972 ??         0:00.52 /Library/Application Support/TrendMicro/TmccMac/UIMgmt.app/Contents/PlugIns/UIMgmtFinderSyncExtension.appex/Contents/MacOS/UIMgmtFinderSyncExtension
  501   973 ??         0:00.25 /usr/libexec/keyboardservicesd
  501   974 ??         0:00.15 /System/Library/Frameworks/CoreServices.framework/Frameworks/Metadata.framework/Versions/A/Support/mdwrite
  501   975 ??         0:00.71 /System/Library/PrivateFrameworks/CoreRecents.framework/Versions/A/Support/recentsd
    0   977 ??         0:00.11 /System/Library/PrivateFrameworks/PerformanceAnalysis.framework/Versions/A/XPCServices/com.apple.PerformanceAnalysis.animationperfd.xpc/Contents/MacOS/com.apple.PerformanceAnalysis.animationperfd
    0   983 ??         0:01.62 /System/Library/PrivateFrameworks/GeoServices.framework/Versions/A/XPCServices/com.apple.geod.xpc/Contents/MacOS/com.apple.geod
    0   984 ??         0:00.07 /usr/libexec/secinitd
  501   988 ??         0:00.58 /System/Library/Frameworks/CoreSpotlight.framework/CoreSpotlightService
  501  1058 ??         0:00.99 /usr/libexec/adprivacyd
  501  1060 ??         0:00.11 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
  501  1061 ??         0:00.21 /System/Library/PrivateFrameworks/AssistantServices.framework/Versions/A/XPCServices/com.apple.siri.embeddedspeech.xpc/Contents/MacOS/com.apple.siri.embeddedspeech
  501  1066 ??         0:00.52 /Library/Application Support/TrendMicro/TmccMac/UIMgmt.app/Contents/PlugIns/UIMgmtFinderSyncExtension.appex/Contents/MacOS/UIMgmtFinderSyncExtension
  501  1072 ??         0:02.78 /System/Library/Frameworks/AppKit.framework/Versions/C/XPCServices/com.apple.appkit.xpc.openAndSavePanelService.xpc/Contents/MacOS/com.apple.appkit.xpc.openAndSavePanelService
  501  1073 ??         0:00.35 /System/Library/Frameworks/Quartz.framework/Versions/A/Frameworks/QuickLookUI.framework/Versions/A/XPCServices/QuickLookUIService.xpc/Contents/MacOS/QuickLookUIService
  501  1085 ??         0:01.74 /System/Library/PrivateFrameworks/AppStoreDaemon.framework/Support/appstoreagent
  501  1337 ??         0:04.63 /System/Library/PrivateFrameworks/AssistantServices.framework/Versions/A/Support/assistant_service
  501  1374 ??         0:00.64 /System/Library/PrivateFrameworks/SafariShared.framework/Versions/A/XPCServices/com.apple.Safari.SearchHelper.xpc/Contents/MacOS/com.apple.Safari.SearchHelper
  501  1375 ??         0:00.54 /System/Library/PrivateFrameworks/AssetCacheServices.framework/Versions/A/XPCServices/AssetCacheLocatorService.xpc/Contents/MacOS/AssetCacheLocatorService -a
  501  1410 ??         2:49.27 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.xpc/Contents/MacOS/com.apple.WebKit.WebContent
    0  1413 ??         0:00.40 /usr/libexec/dprivacyd
    0  1423 ??         0:00.16 /Library/PrivilegedHelperTools/com.adobe.acc.installer.v2
  501  1438 ??         0:00.18 /Applications/Utilities/Adobe Creative Cloud/ACC/Creative Cloud.app/Contents/MacOS/../Frameworks/Adobe CEF Helper (Renderer).app/Contents/MacOS/Adobe CEF Helper (Renderer) --type=renderer --no-sandbox --autoplay-policy=no-user-gesture-required --log-file=/Users/sophie/Library/Logs/CreativeCloud/ACC/CEF.log --field-trial-handle=1718379636,7917574835211639891,10560761657129142334,131072 --enable-features=CastMediaRouteProvider --disable-features=OutOfBlinkCors --lang=en --locales-dir-path=/Library/Application Support/Adobe/Adobe Desktop Common/CEF/Chromium Embedded Framework.framework/Resources --log-file=/Users/sophie/Library/Logs/CreativeCloud/ACC/CEF.log --log-severity=warning --user-agent=Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.87 Safari/537.36 CreativeCloud/5.3.1.470 --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=6 --no-v8-untrusted-code-mitigations --shared-files
  501  1562 ??         0:14.66 /Applications/Utilities/Adobe Sync/CoreSync/Core Sync.app/Contents/MacOS/Core Sync
  501  1563 ??         0:00.60 /Applications/Utilities/Adobe Sync/CoreSync/Core Sync.app/Contents/PlugIns/ACCFinderSync.appex/Contents/MacOS/ACCFinderSync
  501  1693 ??         0:00.58 /System/Library/CoreServices/OSDUIHelper.app/Contents/MacOS/OSDUIHelper
  501  1803 ??         0:00.17 /System/Library/PrivateFrameworks/CoreSuggestions.framework/Versions/A/Support/reversetemplated
  501  1843 ??         0:00.05 /usr/libexec/USBAgent
  222  2325 ??         0:00.50 /usr/sbin/netbiosd
    0  2334 ??         0:00.90 /usr/sbin/ocspd
  501  2429 ??         0:00.34 /System/Library/Frameworks/LocalAuthentication.framework/Support/coreautha.bundle/Contents/MacOS/coreautha
  501  2431 ??         0:00.64 /System/Library/PrivateFrameworks/CallHistory.framework/Support/CallHistorySyncHelper
  501  2488 ??         0:02.44 /System/Library/Frameworks/AppKit.framework/Versions/C/XPCServices/com.apple.appkit.xpc.openAndSavePanelService.xpc/Contents/MacOS/com.apple.appkit.xpc.openAndSavePanelService
  501  2489 ??         0:00.23 /System/Library/Frameworks/Quartz.framework/Versions/A/Frameworks/QuickLookUI.framework/Versions/A/XPCServices/QuickLookUIService.xpc/Contents/MacOS/QuickLookUIService
    0  2494 ??         0:04.50 /usr/libexec/sandboxd
  501  2500 ??         0:00.05 /Library/Apple/System/Library/Frameworks/SafariServices.framework/Versions/A/XPCServices/com.apple.SafariServices.xpc/Contents/MacOS/com.apple.SafariServices
  501  2501 ??         0:00.34 /Library/Application Support/TrendMicro/TmccMac/UIMgmt.app/Contents/PlugIns/UIMgmtFinderSyncExtension.appex/Contents/MacOS/UIMgmtFinderSyncExtension
  501  2542 ??         0:00.11 /System/Library/Frameworks/QuickLook.framework/Versions/A/XPCServices/QuickLookSatellite.xpc/Contents/MacOS/QuickLookSatellite
  501  2575 ??         0:00.34 /Library/Application Support/TrendMicro/TmccMac/UIMgmt.app/Contents/PlugIns/UIMgmtFinderSyncExtension.appex/Contents/MacOS/UIMgmtFinderSyncExtension
  501  2577 ??         0:10.05 /Applications/Adobe Acrobat Reader DC.app/Contents/MacOS/AdobeReader -psn_0_680102
  501  2579 ??         0:01.50 /Applications/Adobe Acrobat Reader DC.app/Contents/Frameworks/AdobeCrashReporter.framework/Versions/A/AdobeCRDaemon.app/Contents/MacOS/AdobeCRDaemon 2577 AdobeReader 20.013.20074 /Applications/Adobe Acrobat Reader DC.app/Contents/Resources/ACR_App.icns /Applications/Adobe Acrobat Reader DC.app/Contents/Frameworks/AdobeCrashReporter.framework/Versions/A/Adobe Crash Reporter.app/Contents/MacOS/Adobe Crash Reporter 0      20.013.20074 20.013.20074   Acrobat Reader 0 1 1 0  8.0.7
  501  2580 ??         0:00.34 /Library/Application Support/TrendMicro/TmccMac/UIMgmt.app/Contents/PlugIns/UIMgmtFinderSyncExtension.appex/Contents/MacOS/UIMgmtFinderSyncExtension
  501  2581 ??         0:01.33 /Applications/Adobe Acrobat Reader DC.app/Contents/Helpers/AcroCEF/RdrCEF.app/Contents/MacOS/RdrCEF "/Applications/Adobe Acrobat Reader DC.app/Contents/Helpers/AcroCEF/RdrCEF.app" --backgroundcolor=3289650
  501  2586 ??         0:01.41 /Applications/Adobe Acrobat Reader DC.app/Contents/Frameworks/RdrCEF Helper.app/Contents/MacOS/RdrCEF Helper --type=renderer --log-file=/Users/sophie/Library/Logs/RdrCEF_debug.log --touch-events=enabled --field-trial-handle=1718379636,16614555913401315314,3410551077312743051,131072 --disable-features=NetworkService,VizDisplayCompositor --disable-gpu-compositing --lang=en-US --log-file=/Users/sophie/Library/Logs/RdrCEF_debug.log --log-severity=disable --product-version=ReaderServices/20.13.20074 Chrome/80.0.0.0 --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --service-request-channel-token=9530412863270426504 --renderer-client-id=4 --seatbelt-client=32
  501  2598 ??         0:01.27 /Applications/Adobe Acrobat Reader DC.app/Contents/Frameworks/RdrCEF Helper.app/Contents/MacOS/RdrCEF Helper --type=renderer --log-file=/Users/sophie/Library/Logs/RdrCEF_debug.log --touch-events=enabled --field-trial-handle=1718379636,16614555913401315314,3410551077312743051,131072 --disable-features=NetworkService,VizDisplayCompositor --disable-gpu-compositing --lang=en-US --log-file=/Users/sophie/Library/Logs/RdrCEF_debug.log --log-severity=disable --product-version=ReaderServices/20.13.20074 Chrome/80.0.0.0 --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --service-request-channel-token=16136930053231883134 --renderer-client-id=5 --seatbelt-client=49
  501  2623 ??         0:00.84 /System/Library/CoreServices/NowPlayingTouchUI.app/Contents/MacOS/NowPlayingTouchUI
  501  2626 ??         0:00.01 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
  501  2627 ??         0:00.02 /System/Library/Frameworks/MediaAccessibility.framework/Versions/A/XPCServices/com.apple.accessibility.mediaaccessibilityd.xpc/Contents/MacOS/com.apple.accessibility.mediaaccessibilityd
  270  2677 ??         0:00.01 /System/Library/DriverExtensions/AppleUserHIDDrivers.dext/AppleUserHIDDrivers com.apple.driverkit.AppleUserUSBHostHIDDevice0 0x10000132c
  270  2678 ??         0:00.38 /System/Library/DriverExtensions/AppleUserHIDDrivers.dext/AppleUserHIDDrivers com.apple.driverkit.AppleUserUSBHostHIDDeviceKB 0x10000132e
  270  2679 ??         0:10.70 /System/Library/DriverExtensions/AppleUserHIDDrivers.dext/AppleUserHIDDrivers com.apple.driverkit.AppleUserUSBHostHIDDevice1 0x100001332
  270  2680 ??         0:00.01 /System/Library/DriverExtensions/AppleUserHIDDrivers.dext/AppleUserHIDDrivers com.apple.driverkit.AppleUserUSBHostHIDDevice0 0x100001334
  270  2681 ??         0:00.06 /System/Library/DriverExtensions/AppleUserHIDDrivers.dext/AppleUserHIDDrivers com.apple.driverkit.AppleUserUSBHostHIDDevice0 0x100001336
  270  2682 ??         0:00.01 /System/Library/DriverExtensions/AppleUserHIDDrivers.dext/AppleUserHIDDrivers com.apple.driverkit.AppleUserHIDEventDriver.dfrv1 0x10000135c
  501  2705 ??         0:00.25 /System/Library/CoreServices/CoreServicesUIAgent.app/Contents/MacOS/CoreServicesUIAgent
  501  2710 ??         0:01.43 /usr/libexec/studentd
  501  2714 ??         0:00.11 /System/Library/PrivateFrameworks/ClassKit.framework/Versions/A/progressd
  501  2715 ??         0:00.33 /System/Library/PrivateFrameworks/PassKitCore.framework/passd
  501  2716 ??         0:00.17 /System/Library/PrivateFrameworks/CloudPhotoServices.framework/Versions/A/XPCServices/com.apple.CloudPhotosConfiguration.xpc/Contents/MacOS/com.apple.CloudPhotosConfiguration
  501  2718 ??         0:00.22 /System/Library/PrivateFrameworks/PhotoLibraryServices.framework/Versions/A/Support/photolibraryd
  260  2730 ??         0:00.06 /usr/libexec/seld
  501  2731 ??         0:00.06 /System/Library/PrivateFrameworks/PhotoAnalysis.framework/Versions/A/Support/photoanalysisd
  501  2737 ??         0:00.41 /System/Library/PrivateFrameworks/HomeKitDaemon.framework/Support/homed
  501  2738 ??         0:00.15 cloudphotod
  501  2742 ??         0:00.25 /usr/libexec/avconferenced
    0  2743 ??         0:00.06 /System/Library/PrivateFrameworks/CoreAccessories.framework/Support/accessoryd
  265  2847 ??         0:00.07 /System/Library/PrivateFrameworks/CoreLSKD.framework/Versions/A/lskdd
  501  2848 ??         0:00.26 /usr/libexec/transparencyd
  235  2849 ??         0:00.10 /System/Library/PrivateFrameworks/AssetCacheServices.framework/Versions/A/XPCServices/AssetCacheLocatorService.xpc/Contents/MacOS/AssetCacheLocatorService -d
